iata_code,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,scheduled_service,local_code,country
FTY,medium_airport,Fulton County Airport Brown Field,33.7790985107,-84.5214004517,841,US,Atlanta,no,FTY,United States
FWA,large_airport,Fort Wayne International Airport,40.97850037,-85.19509888,814,US,Fort Wayne,yes,FWA,United States
FXE,medium_airport,Fort Lauderdale Executive Airport,26.1972999573,-80.1707000732,13,US,Fort Lauderdale,no,FXE,United States
FYV,medium_airport,Drake Field,36.0051002502441,-94.1700973510742,1251,US,Fayetteville,no,FYV,United States
GCC,medium_airport,Gillette Campbell County Airport,44.3488998413,-105.539001465,4365,US,Gillette,yes,GCC,United States
GCK,medium_airport,Garden City Regional Airport,37.9275016785,-100.723999023,2891,US,Garden City,yes,GCK,United States
GCN,medium_airport,Grand Canyon National Park Airport,35.9524002075195,-112.147003173828,6609,US,Grand Canyon,yes,GCN,United States
GDV,medium_airport,Dawson Community Airport,47.13869858,-104.8069992,2458,US,Glendive,no,GDV,United States
GEG,large_airport,Spokane International Airport,47.6198997497559,-117.533996582031,2376,US,Spokane,yes,GEG,United States
GFK,medium_airport,Grand Forks International Airport,47.949299,-97.176102,845,US,Grand Forks,yes,GFK,United States
GFL,medium_airport,Floyd Bennett Memorial Airport,43.3412017822,-73.6102981567,328,US,Glens Falls,no,GFL,United States
GGG,medium_airport,East Texas Regional Airport,32.3839988708496,-94.7115020751953,365,US,Longview,yes,GGG,United States
GGW,medium_airport,Wokal Field/Glasgow-Valley County Airport,48.212502,-106.614998,2296,US,Glasgow,yes,GGW,United States
GJT,medium_airport,Grand Junction Regional Airport,39.1223983765,-108.527000427,4858,US,Grand Junction,yes,GJT,United States
GLD,medium_airport,Renner Field-Goodland Municipal Airport,39.37060165,-101.6989975,3656,US,Goodland,no,GLD,United States
GLH,medium_airport,Mid Delta Regional Airport,33.4828987121582,-90.9856033325195,131,US,Greenville,yes,GLH,United States
GLS,medium_airport,Scholes International At Galveston Airport,29.2653007507324,-94.8603973388672,6,US,Galveston,no,GLS,United States
GMU,medium_airport,Greenville Downtown Airport,34.8479003906,-82.3499984741,1048,US,Greenville,no,GMU,United States
GNV,medium_airport,Gainesville Regional Airport,29.6900997162,-82.2717971802,152,US,Gainesville,yes,GNV,United States
GON,medium_airport,Groton New London Airport,41.3301010131836,-72.0450973510742,9,US,Groton (New London),no,GON,United States
FCA,medium_airport,Glacier Park International Airport,48.3105010986328,-114.255996704102,2977,US,Kalispell,yes,GPI,United States
GPT,large_airport,Gulfport Biloxi International Airport,30.4073009490967,-89.0700988769531,28,US,Gulfport,yes,GPT,United States
GRB,large_airport,Austin Straubel International Airport,44.4850997924805,-88.1296005249024,695,US,Green Bay,yes,GRB,United States
GRF,medium_airport,Gray Army Air Field,47.07920074,-122.5810013,300,US,Fort Lewis/Tacoma,no,GRF,United States
GRI,medium_airport,Central Nebraska Regional Airport,40.9674987792969,-98.3096008300781,1847,US,Grand Island,yes,GRI,United States
GRK,medium_airport,Killeen-Fort Hood Regional Airport / Robert Gray Army Air Field,31.0672,-97.828903,1015,US,Killeen,yes,GRK,United States
GRR,medium_airport,Gerald R. Ford International Airport,42.88079834,-85.52279663,794,US,Grand Rapids,yes,GRR,United States
GSB,large_airport,Seymour Johnson Air Force Base,35.33940125,-77.96060181,109,US,Goldsboro,no,GSB,United States
GSO,large_airport,Piedmont Triad International Airport,36.0978012084961,-79.9373016357422,925,US,Greensboro,yes,GSO,United States
GSP,large_airport,Greenville Spartanburg International Airport,34.895699,-82.218903,964,US,Greer,yes,GSP,United States
GTF,medium_airport,Great Falls International Airport,47.48199844,-111.3710022,3680,US,Great Falls,yes,GTF,United States
GTR,medium_airport,Golden Triangle Regional Airport,33.4502983093,-88.5914001465,264,US,Columbus/W Point/Starkville,yes,GTR,United States
GUP,medium_airport,Gallup Municipal Airport,35.511100769,-108.789001465,6472,US,Gallup,no,GUP,United States
GUS,large_airport,Grissom Air Reserve Base,40.6481018066,-86.1520996094,812,US,Peru,no,GUS,United States
GUY,medium_airport,Guymon Municipal Airport,36.6851005554,-101.508003235,3123,US,Guymon,no,GUY,United States
GWO,medium_airport,Greenwood–Leflore Airport,33.4943008423,-90.0847015381,162,US,Greenwood,no,GWO,United States
GYY,medium_airport,Gary Chicago International Airport,41.6162986755371,-87.4128036499024,591,US,Gary,no,GYY,United States
HBG,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,151,US,Hattiesburg,no,HBG,United States
HBR,medium_airport,Hobart Regional Airport,34.991317,-99.051313,1563,US,Hobart,no,HBR,United States
HFD,medium_airport,Hartford Brainard Airport,41.736698150635,-72.649398803711,18,US,Hartford,no,HFD,United States
HGR,medium_airport,Hagerstown Regional Richard A Henson Field,39.707901,-77.72949982,703,US,Hagerstown,no,HGR,United States
HHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66,US,Hawthorne,no,HHR,United States
HIB,large_airport,Range Regional Airport,47.38660049,-92.83899689,1354,US,Hibbing,yes,HIB,United States
HIF,medium_airport,Hill Air Force Base,41.12403,-111.973086,4789,US,Ogden,no,HIF,United States
HII,medium_airport,Lake Havasu City International Airport,34.571098,-114.358002,783,US,Lake Havasu City,yes,HII,United States
HIO,medium_airport,Portland Hillsboro Airport,45.540401,-122.949997,208,US,Portland,no,HIO,United States
HKY,medium_airport,Hickory Regional Airport,35.74110031,-81.38950348,1190,US,Hickory,no,HKY,United States
HLG,medium_airport,Wheeling Ohio County Airport,40.1749992371,-80.6463012695,1195,US,Wheeling,no,HLG,United States
HLN,medium_airport,Helena Regional Airport,46.6068000793457,-111.983001708984,3877,US,Helena,yes,HLN,United States
HLR,medium_airport,Hood Army Air Field,31.1387,-97.7145,924,US,Fort Hood,no,HLR,United States
HMN,large_airport,Holloman Air Force Base,32.8525009155,-106.107002258,4093,US,Alamogordo,no,HMN,United States
HOB,medium_airport,Lea County Regional Airport,32.6875,-103.2170029,3661,US,Hobbs,no,HOB,United States
HON,medium_airport,Huron Regional Airport,44.3852005004883,-98.2285003662109,1289,US,Huron,yes,HON,United States
HOP,medium_airport,Campbell AAF (Fort Campbell) Air Field,36.668598175,-87.4962005615,573,US,Fort Campbell/Hopkinsville,no,HOP,United States
HOT,medium_airport,Memorial Field,34.4780006408691,-93.0961990356445,540,US,Hot Springs,yes,HOT,United States
HOU,large_airport,William P Hobby Airport,29.64539909,-95.27890015,46,US,Houston,yes,HOU,United States
HPN,medium_airport,Westchester County Airport,41.0670013427734,-73.7076034545899,439,US,White Plains,yes,HPN,United States
HQM,medium_airport,Bowerman Airport,46.9711990356,-123.93699646,18,US,Hoquiam,no,HQM,United States
HRL,medium_airport,Valley International Airport,26.2285003662109,-97.6544036865234,36,US,Harlingen,yes,HRL,United States
HRO,medium_airport,Boone County Airport,36.2615013122559,-93.1547012329102,1365,US,Harrison,yes,HRO,United States
HST,medium_airport,Homestead ARB Airport,25.48859978,-80.38359833,5,US,Homestead,no,HST,United States
HSV,large_airport,Huntsville International Carl T Jones Field,34.637199401855,-86.775100708008,629,US,Huntsville,yes,HSV,United States
HTS,large_airport,Tri-State/Milton J. Ferguson Field,38.36669922,-82.55799866,828,US,Huntington,yes,HTS,United States
HUA,medium_airport,Redstone Army Air Field,34.67869949,-86.68479919,684,US,Redstone Arsnl Huntsville,no,HUA,United States
HUF,medium_airport,"Terre Haute Regional Airport, Hulman Field",39.4515,-87.307602,589,US,Terre Haute,no,HUF,United States
HUL,medium_airport,Houlton International Airport,46.1231002808,-67.792098999,489,US,Houlton,no,HUL,United States
HUT,medium_airport,Hutchinson Municipal Airport,38.0654983521,-97.8606033325,1543,US,Hutchinson,no,HUT,United States
HVN,medium_airport,Tweed New Haven Airport,41.26369858,-72.88680267,12,US,New Haven,yes,HVN,United States
HVR,medium_airport,Havre City County Airport,48.54299927,-109.762001,2591,US,Havre,no,HVR,United States
HYA,medium_airport,Barnstable Municipal Boardman Polando Field,41.66930008,-70.28040314,54,US,Hyannis,yes,HYA,United States
HYR,medium_airport,Sawyer County Airport,46.0251998901,-91.4442977905,1216,US,Hayward,no,HYR,United States
HYS,medium_airport,Hays Regional Airport,38.84220123,-99.27320099,1999,US,Hays,no,HYS,United States
JFN,medium_airport,Northeast Ohio Regional Airport,41.778,-80.695503,924,US,Ashtabula,no,HZY,United States
IAB,medium_airport,Mc Connell Air Force Base,37.62189865,-97.26820374,1371,US,Wichita,no,IAB,United States
IAD,large_airport,Washington Dulles International Airport,38.9445,-77.455803,312,US,Washington,yes,IAD,United States
IAG,medium_airport,Niagara Falls International Airport,43.1073,-78.946198,589,US,Niagara Falls,yes,IAG,United States
IAH,large_airport,George Bush Intercontinental Houston Airport,29.9843997955322,-95.3414001464844,97,US,Houston,yes,IAH,United States
ICT,medium_airport,Wichita Eisenhower National Airport,37.649899,-97.433098,1333,US,Wichita,yes,ICT,United States
IDA,medium_airport,Idaho Falls Regional Airport,43.514599,-112.070999,4744,US,Idaho Falls,yes,IDA,United States
IKK,medium_airport,Greater Kankakee Airport,41.0713996887,-87.8462982178,630,US,Kankakee,no,IKK,United States
ILG,medium_airport,New Castle Airport,39.67869949,-75.60649872,80,US,Wilmington,yes,ILG,United States
ILM,medium_airport,Wilmington International Airport,34.2705993652344,-77.9026031494141,32,US,Wilmington,yes,ILM,United States
ILN,medium_airport,Wilmington Airpark,39.427898407,-83.792098999,1077,US,Wilmington,no,ILN,United States
IND,large_airport,Indianapolis International Airport,39.7173,-86.294403,797,US,Indianapolis,yes,IND,United States
INK,medium_airport,Winkler County Airport,31.7796001434,-103.200996399,2822,US,Wink,no,INK,United States
INL,medium_airport,Falls International Airport,48.5662002563477,-93.4030990600586,1185,US,International Falls,yes,INL,United States
INT,medium_airport,Smith Reynolds Airport,36.1337013244629,-80.2220001220703,969,US,Winston Salem,no,INT,United States
INW,medium_airport,Winslow Lindbergh Regional Airport,35.021900177,-110.722999573,4941,US,Winslow,no,INW,United States
IPL,medium_airport,Imperial County Airport,32.8342018127,-115.57900238,-54,US,Imperial,no,IPL,United States
IPT,medium_airport,Williamsport Regional Airport,41.2417984008789,-76.9210968017578,529,US,Williamsport,yes,IPT,United States
IRK,medium_airport,Kirksville Regional Airport,40.0934982299805,-92.5448989868164,966,US,Kirksville,yes,IRK,United States
ISM,medium_airport,Kissimmee Gateway Airport,28.2898006439,-81.4371032715,82,US,Orlando,no,ISM,United States
ISO,medium_airport,Kinston Regional Jetport At Stallings Field,35.331401825,-77.6088027954,93,US,Kinston,no,ISO,United States
ISP,medium_airport,Long Island Mac Arthur Airport,40.79520035,-73.10019684,99,US,Islip,yes,ISP,United States
ITH,medium_airport,Ithaca Tompkins Regional Airport,42.4910011291504,-76.4583969116211,1099,US,Ithaca,yes,ITH,United States
AZA,medium_airport,Phoenix-Mesa-Gateway Airport,33.3078,-111.654999,1382,US,Phoenix,yes,IWA,United States
JAC,medium_airport,Jackson Hole Airport,43.6072998046875,-110.737998962402,6451,US,Jackson,yes,JAC,United States
JAN,large_airport,Jackson-Medgar Wiley Evers International Airport,32.3111991882,-90.0758972168,346,US,Jackson,yes,JAN,United States
JAX,large_airport,Jacksonville International Airport,30.4941005706787,-81.6878967285156,30,US,Jacksonville,yes,JAX,United States
JBR,medium_airport,Jonesboro Municipal Airport,35.8316993713379,-90.6464004516602,262,US,Jonesboro,yes,JBR,United States
JCT,medium_airport,Kimble County Airport,30.5112991333,-99.7634963989,1749,US,Junction,no,JCT,United States
JFK,large_airport,John F Kennedy International Airport,40.639801,-73.7789,13,US,New York,yes,JFK,United States
JHW,medium_airport,Chautauqua County-Jamestown Airport,42.15340042,-79.25800323,1723,US,Jamestown,no,JHW,United States
JLN,large_airport,Joplin Regional Airport,37.151798248291,-94.4982986450195,981,US,Joplin,yes,JLN,United States
JMS,medium_airport,Jamestown Regional Airport,46.92969894,-98.67819977,1500,US,Jamestown,yes,JMS,United States
USA,medium_airport,Concord-Padgett Regional Airport,35.387798,-80.709099,705,US,Concord,yes,JQF,United States
JST,medium_airport,John Murtha Johnstown Cambria County Airport,40.3161010742187,-78.8339004516602,2284,US,Johnstown,yes,JST,United States
JXN,medium_airport,Jackson County Reynolds Field,42.2597999573,-84.4593963623,1001,US,Jackson,no,JXN,United States
KLS,medium_airport,Southwest Washington Regional Airport,46.1180000305,-122.898002625,20,US,Kelso,no,KLS,United States
LAF,medium_airport,Purdue University Airport,40.4123001098633,-86.936897277832,606,US,Lafayette,no,LAF,United States
LAL,medium_airport,Lakeland Linder International Airport,27.988899,-82.018602,142,US,Lakeland,no,LAL,United States
LAN,medium_airport,Capital City Airport,42.7787017822266,-84.58740234375,861,US,Lansing,yes,LAN,United States
LAR,medium_airport,Laramie Regional Airport,41.3120994567871,-105.675003051758,7284,US,Laramie,yes,LAR,United States
LAS,large_airport,McCarran International Airport,36.08010101,-115.1520004,2181,US,Las Vegas,yes,LAS,United States
LAW,medium_airport,Lawton Fort Sill Regional Airport,34.5676994324,-98.4166030884,1110,US,Lawton,no,LAW,United States
LAX,large_airport,Los Angeles International Airport,33.942501,-118.407997,125,US,Los Angeles,yes,LAX,United States
LBB,large_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282,US,Lubbock,yes,LBB,United States
LBE,medium_airport,Arnold Palmer Regional Airport,40.27590179,-79.40480042,1199,US,Latrobe,yes,LBE,United States
LBF,medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777,US,North Platte,yes,LBF,United States
LBL,medium_airport,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,2885,US,Liberal,yes,LBL,United States
LBT,medium_airport,Lumberton Regional Airport,34.6099014282,-79.0594024658,126,US,Lumberton,no,LBT,United States
LJN,medium_airport,Texas Gulf Coast Regional Airport,29.108601,-95.462097,25,US,Angleton,no,LBX,United States
LCH,medium_airport,Lake Charles Regional Airport,30.1261005401611,-93.2232971191406,15,US,Lake Charles,yes,LCH,United States
LCK,medium_airport,Rickenbacker International Airport,39.813801,-82.927803,744,US,Columbus,yes,LCK,United States
LEB,medium_airport,Lebanon Municipal Airport,43.6260986328,-72.3041992188,603,US,Lebanon,yes,LEB,United States
LEE,medium_airport,Leesburg International Airport,28.82309914,-81.80870056,76,US,Leesburg,no,LEE,United States
LEX,large_airport,Blue Grass Airport,38.0364990234375,-84.6059036254883,979,US,Lexington,yes,LEX,United States
LFI,large_airport,Langley Air Force Base,37.082901001,-76.360496521,11,US,Hampton,no,LFI,United States
LFK,medium_airport,Angelina County Airport,31.2339992523,-94.75,296,US,Lufkin,no,LFK,United States
LFT,large_airport,Lafayette Regional Airport,30.20529938,-91.98760223,42,US,Lafayette,yes,LFT,United States
LGA,large_airport,La Guardia Airport,40.777199,-73.872597,21,US,New York,yes,LGA,United States
LGB,medium_airport,Long Beach Airport (Daugherty Field),33.817699,-118.152,60,US,Long Beach,yes,LGB,United States
LGU,medium_airport,Logan-Cache Airport,41.7911987305,-111.851997375,4457,US,Logan,no,LGU,United States
LIT,large_airport,Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728,262,US,Little Rock,yes,LIT,United States
LMT,medium_airport,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,4095,US,Klamath Falls,yes,LMT,United States
LND,medium_airport,Hunt Field,42.8152008057,-108.730003357,5586,US,Lander,no,LND,United States
LNK,medium_airport,Lincoln Airport,40.851001739502,-96.7592010498047,1219,US,Lincoln,yes,LNK,United States
LNS,medium_airport,Lancaster Airport,40.1217002868652,-76.2960968017578,403,US,Lancaster,yes,LNS,United States
LOL,medium_airport,Derby Field,40.0663986206,-118.565002441,3904,US,Lovelock,no,LOL,United States
LOU,medium_airport,Bowman Field,38.2280006409,-85.6636962891,546,US,Louisville,no,LOU,United States
LOZ,medium_airport,London-Corbin Airport/Magee Field,37.0821990967,-84.0848999023,1212,US,London,no,LOZ,United States
LRD,medium_airport,Laredo International Airport,27.5438003540039,-99.4616012573242,508,US,Laredo,yes,LRD,United States
